	urls
731	https://www.cars-data.com/en/ford-granada-stationwagon-2-0-custom-specs/75778
732	https://www.cars-data.com/en/volkswagen-transporter-l1h1-26-2-0-tdi-84hp-baseline-specs/171096
733	https://www.cars-data.com/en/cadillac-cts-coupe-3-6-sport-luxury-specs/8777
734	https://www.cars-data.com/en/porsche-boxster-specs/36885
735	https://www.cars-data.com/en/bmw-730i-specs/8094
736	https://www.cars-data.com/en/toyota-c-hr-1-2t-active-specs/162102
737	https://www.cars-data.com/en/toyota-picnic-2-0-gli-specs/48669
738	https://www.cars-data.com/en/nissan-pulsar-dig-t-115-visia-specs/67618
739	https://www.cars-data.com/en/ford-transit-custom-l1h1-260-105hp-base-specs/111980
740	https://www.cars-data.com/en/mazda-323-p-1-3i-lx-specs/21115
741	https://www.cars-data.com/en/honda-accord-1-8i-s-specs/16451
742	https://www.cars-data.com/en/opel-omega-stationwagon-2-2i-16v-specs/32434
743	https://www.cars-data.com/en/nissan-cherry-1-0-specs/77690
744	https://www.cars-data.com/en/mazda-rx-7-twin-turbo-specs/21981
745	https://www.cars-data.com/en/mitsubishi-lancer-f-1200-el-specs/77652
746	https://www.cars-data.com/en/rover-216-le-cabriolet-specs/40949
747	https://www.cars-data.com/en/toyota-corolla-verso-1-6-16v-vvt-i-linea-terra-specs/48500
748	https://www.cars-data.com/en/renault-megane-estate-1-6-16v-100-authentique-specs/39566
749	https://www.cars-data.com/en/pontiac-grand-prix-se-coupe-specs/59846
750	https://www.cars-data.com/en/mercedes-benz-v-230-trend-specs/25382
751	https://www.cars-data.com/en/nissan-micra-1-0-trend-specs/27352
752	https://www.cars-data.com/en/mercedes-benz-230-ce-specs/22203
753	https://www.cars-data.com/en/honda-logo-1-3-specs/17126
754	https://www.cars-data.com/en/kia-cerato-1-6-lx-specs/19062
755	https://www.cars-data.com/en/audi-tt-coupe-1-8-5v-turbo-150hp-specs/4659
756	https://www.cars-data.com/en/citroen-grand-c4-picasso-vti-120-attraction-specs/62600
757	https://www.cars-data.com/en/volkswagen-polo-fun-1-4-16v-75hp-specs/53262
758	https://www.cars-data.com/en/mazda-6-sportbreak-skyactiv-g-2-0-145-specs/82164
759	https://www.cars-data.com/en/volvo-s80-2-4-140hp-specs/56033
760	https://www.cars-data.com/en/fiat-punto-55-s-specs/12296
761	https://www.cars-data.com/en/rover-25-1-4-basic-specs/41040
762	https://www.cars-data.com/en/honda-cr-v-2-0-i-vtec-specs/16991
763	https://www.cars-data.com/en/renault-alpine-a610-specs/78412
764	https://www.cars-data.com/en/volvo-343-l-specs/74120
765	https://www.cars-data.com/en/daihatsu-cuore-850-cs-specs/11339
766	https://www.cars-data.com/en/toyota-corolla-1-2-turbo-comfort-specs/162607
767	https://www.cars-data.com/en/daihatsu-cuore-economy-specs/11290
768	https://www.cars-data.com/en/ford-tourneo-connect-compact-1-0-ecoboost-trend-specs/67251
769	https://www.cars-data.com/en/renault-21-tl-specs/37091
770	https://www.cars-data.com/en/volkswagen-touran-1-0-tsi-comfortline-specs/170936
771	https://www.cars-data.com/en/chrysler-300c-touring-2-7-v6-specs/9032
772	https://www.cars-data.com/en/bmw-218i-coupe-specs/80440
773	https://www.cars-data.com/en/maserati-ghibli-specs/62936
774	https://www.cars-data.com/en/citroen-ds4-vti-120-chic-specs/10412
775	https://www.cars-data.com/en/citroen-c4-picasso-puretech-110-start-specs/75428
776	https://www.cars-data.com/en/lancia-monte-carlo-specs/76149
777	https://www.cars-data.com/en/mazda-mx-5-1-6-exclusive-specs/21913
778	https://www.cars-data.com/en/citroen-saxo-1-1i-specs/10530
779	https://www.cars-data.com/en/subaru-1-6-gl-coupe-specs/79024
780	https://www.cars-data.com/en/kia-pride-profit-specs/19238
781	https://www.cars-data.com/en/jeep-compass-1-4-multiair-sport-specs/81398
782	https://www.cars-data.com/en/ford-focus-wagon-1-4-16v-trend-specs/14411
783	https://www.cars-data.com/en/bmw-316i-touring-specs/6033
784	https://www.cars-data.com/en/volvo-240-estate-specs/54024
785	https://www.cars-data.com/en/citroen-saxo-1-1i-specs/10559
786	https://www.cars-data.com/en/volvo-v70-2-0-specs/57235
787	https://www.cars-data.com/en/honda-accord-1-6-luxe-specs/16468
788	https://www.cars-data.com/en/nissan-almera-1-4-lx-specs/26969
789	https://www.cars-data.com/en/citroen-c5-1-8-16v-ligne-seduction-specs/10015
790	https://www.cars-data.com/en/citroen-xsara-1-4i-ligne-prestige-specs/10757
791	https://www.cars-data.com/en/renault-megane-break-rn-1-4e-specs/39476
792	https://www.cars-data.com/en/land-rover-discovery-2-0-si4-s-specs/81676
793	https://www.cars-data.com/en/chrysler-viper-rt-10-specs/70338
794	https://www.cars-data.com/en/mitsubishi-galant-2-0-glxi-specs/26504
795	https://www.cars-data.com/en/citroen-jumper-30-l1h1-hdi-110-specs/102660
796	https://www.cars-data.com/en/hyundai-santa-fe-2-4-gdi-cvvt-2wd-business-edition-specs/114261
797	https://www.cars-data.com/en/hyundai-i40-wagon-1-6-gdi-blue-i-drive-specs/17667
798	https://www.cars-data.com/en/lexus-rx-450h-business-line-specs/120058
799	https://www.cars-data.com/en/abarth-500c-1-4-16v-t-jet-specs/2
800	https://www.cars-data.com/en/peugeot-406-sl-1-6-specs/35697
801	https://www.cars-data.com/en/mazda-323-sedan-1-3-comfort-specs/21311
802	https://www.cars-data.com/en/toyota-verso-1-6-16v-vvt-i-specs/48876
803	https://www.cars-data.com/en/skoda-rapid-spaceback-1-2-tsi-85hp-greentech-active-specs/63506
804	https://www.cars-data.com/en/aston-martin-volante-specs/74232
805	https://www.cars-data.com/en/honda-civic-1-0-i-vtec-s-specs/75989
806	https://www.cars-data.com/en/ford-mondeo-wagon-1-6i-specs/15549
807	https://www.cars-data.com/en/alfa-romeo-giulietta-1-6-specs/816
808	https://www.cars-data.com/en/peugeot-406-xr-1-8-16v-specs/35763
809	https://www.cars-data.com/en/mazda-6-sport-1-8-exclusive-specs/21448
810	https://www.cars-data.com/en/mazda-mx-5-roadster-coupe-1-8-exclusive-specs/21938
811	https://www.cars-data.com/en/toyota-carina-ii-1-6-dl-specs/48018
812	https://www.cars-data.com/en/smart-fortwo-eq-essential-specs/159478
813	https://www.cars-data.com/en/smart-fortwo-coupe-mhd-base-45kw-specs/46141
814	https://www.cars-data.com/en/bmw-z3-coupe-2-8i-specs/8527
815	https://www.cars-data.com/en/audi-a1-sportback-25-tfsi-specs/80251
816	https://www.cars-data.com/en/audi-80-1-3-c-specs/1244
817	https://www.cars-data.com/en/peugeot-206-xn-1-1-specs/34351
818	https://www.cars-data.com/en/toyota-mirai-fcv-executive-specs/163134
819	https://www.cars-data.com/en/lexus-rx-350-pure-specs/20723
820	https://www.cars-data.com/en/alfa-romeo-giulietta-1-6-specs/821
821	https://www.cars-data.com/en/bmw-318i-specs/70224
822	https://www.cars-data.com/en/citroen-c4-picasso-vti-120-attraction-specs/9895
823	https://www.cars-data.com/en/kia-sorento-3-3-v6-comfort-specs/19396
824	https://www.cars-data.com/en/citroen-c5-tourer-1-8i-16v-specs/10188
825	https://www.cars-data.com/en/jaguar-xjs-3-6-cabrio-specs/18482
826	https://www.cars-data.com/en/lada-110-8v-specs/19622
827	https://www.cars-data.com/en/rover-45-1-6-basic-specs/41105
828	https://www.cars-data.com/en/daimler-super-eight-specs/59708
829	https://www.cars-data.com/en/suzuki-splash-1-0-base-specs/47110
830	https://www.cars-data.com/en/volkswagen-golf-1-2-tsi-85hp-easyline-specs/79278
831	https://www.cars-data.com/en/peugeot-306-break-xn-1-4-specs/34990
832	https://www.cars-data.com/en/mazda-121-1-3i-glx-specs/20816
833	https://www.cars-data.com/en/renault-clio-1-2-16v-65-authentique-specs/37404
834	https://www.cars-data.com/en/opel-omega-2-0i-gl-specs/32106
835	https://www.cars-data.com/en/honda-civic-tourer-1-8-comfort-specs/76005
836	https://www.cars-data.com/en/nissan-bluebird-1-6-l-specs/70802
837	https://www.cars-data.com/en/mercedes-benz-cl-500-specs/23649
838	https://www.cars-data.com/en/volkswagen-derby-1100-s-specs/74098
839	https://www.cars-data.com/en/chevrolet-trailblazer-lt-specs/75407
840	https://www.cars-data.com/en/opel-astra-twintop-1-6-enjoy-specs/30071
841	https://www.cars-data.com/en/land-rover-range-rover-3-5i-specs/20463
842	https://www.cars-data.com/en/jeep-grand-cherokee-4-0i-laredo-specs/18621
843	https://www.cars-data.com/en/skoda-octavia-combi-1-6-classic-specs/45320
844	https://www.cars-data.com/en/mini-clubman-one-specs/25751
845	https://www.cars-data.com/en/alfa-romeo-156-sportwagon-1-6-t-spark-16v-progression-specs/344
846	https://www.cars-data.com/en/ferrari-enzo-specs/11623
847	https://www.cars-data.com/en/toyota-corolla-1-3-dx-specs/48333
848	https://www.cars-data.com/en/ford-taunus-1-3-l-specs/75904
849	https://www.cars-data.com/en/ssangyong-actyon-sports-2-0-crystal-2wd-specs/59528
850	https://www.cars-data.com/en/bmw-i8-coupe-specs/80559
851	https://www.cars-data.com/en/fiat-doblo-1-2-sx-specs/11945
852	https://www.cars-data.com/en/nissan-primera-1-6-specs/27785
853	https://www.cars-data.com/en/opel-corsa-1-0-s-ls-specs/30549
854	https://www.cars-data.com/en/volkswagen-polo-1-2-60hp-easyline-specs/53217
855	https://www.cars-data.com/en/jaguar-f-type-coupe-3-0-v6-s-c-specs/67318
856	https://www.cars-data.com/en/skoda-superb-1-5-tsi-greentech-act-business-edition-specs/158982
857	https://www.cars-data.com/en/jeep-cherokee-2-5i-specs/18521
858	https://www.cars-data.com/en/fiat-panda-twinair-60-panda-specs/60716
859	https://www.cars-data.com/en/hyundai-i40-1-6-gdi-blue-i-drive-specs/17643
860	https://www.cars-data.com/en/renault-trafic-l1h1-t27-2-0-dci-90-generique-specs/151035
861	https://www.cars-data.com/en/fiat-tipo-1-4-i-e-specs/12787
862	https://www.cars-data.com/en/toyota-yaris-1-0-vvt-i-acces-specs/59069
863	https://www.cars-data.com/en/volkswagen-scirocco-gt-70-specs/53315
864	https://www.cars-data.com/en/daihatsu-sirion-1-0-12v-sti-specs/11440
865	https://www.cars-data.com/en/rover-75-tourer-1-8-business-specs/41273
866	https://www.cars-data.com/en/nissan-qashqai-dig-t-115-visia-specs/82854
867	https://www.cars-data.com/en/toyota-camry-1-8-dx-specs/47870
868	https://www.cars-data.com/en/renault-laguna-1-6-16v-authentique-specs/38378
869	https://www.cars-data.com/en/kia-rio-1-2-cvvt-economyline-specs/67393
870	https://www.cars-data.com/en/saab-9000-2-0i-specs/42927
871	https://www.cars-data.com/en/audi-a6-avant-45-tfsi-pro-line-specs/80353
872	https://www.cars-data.com/en/volkswagen-tiguan-allspace-1-4-tsi-150hp-act-trendline-specs/170635
873	https://www.cars-data.com/en/ford-galaxy-2-0-16v-trend-specs/14760
874	https://www.cars-data.com/en/jeep-grand-cherokee-3-6-v6-laredo-specs/18653
875	https://www.cars-data.com/en/opel-monterey-ltd-3-2i-24v-specs/78008
876	https://www.cars-data.com/en/audi-s5-sportback-3-0-tfsi-quattro-specs/3392
877	https://www.cars-data.com/en/mitsubishi-sapporo-1600-glx-specs/77658
878	https://www.cars-data.com/en/chrysler-grand-voyager-3-8-v6-specs/9053
879	https://www.cars-data.com/en/opel-corsa-1-0-12v-essentia-specs/30335
880	https://www.cars-data.com/en/hyundai-ioniq-1-6-gdi-hev-i-motion-specs/76074
881	https://www.cars-data.com/en/volkswagen-crossgolf-1-6-specs/50906
882	https://www.cars-data.com/en/cadillac-seville-sls-specs/8793
883	https://www.cars-data.com/en/citroen-evasion-1-8i-specs/10443
884	https://www.cars-data.com/en/peugeot-bipper-xr-1-4-specs/144702
885	https://www.cars-data.com/en/toyota-yaris-1-0-16v-vvt-i-specs/48940
886	https://www.cars-data.com/en/jaguar-xk-5-0-v8-specs/18498
887	https://www.cars-data.com/en/ford-mustang-convertible-2-3-ecoboost-specs/81022
888	https://www.cars-data.com/en/lancia-ypsilon-1-2-elefantino-blu-specs/20083
889	https://www.cars-data.com/en/rover-75-1-8-business-edition-specs/41227
890	https://www.cars-data.com/en/suzuki-swift-1-2-comfort-specs/47277
891	https://www.cars-data.com/en/porsche-911-carrera-cabriolet-specs/36802
892	https://www.cars-data.com/en/opel-vectra-1-6i-gl-specs/33082
893	https://www.cars-data.com/en/land-rover-discovery-commercial-5-0-v8-hse-specs/118666
894	https://www.cars-data.com/en/ford-focus-wagon-1-0-ecoboost-100hp-trend-edition-specs/80942
895	https://www.cars-data.com/en/citroen-grand-c4-picasso-1-6-vti-seduction-specs/9917
896	https://www.cars-data.com/en/jaguar-xj6-3-2-specs/18383
897	https://www.cars-data.com/en/mazda-121-1-3i-lx-specs/20819
898	https://www.cars-data.com/en/mercury-sable-wagon-ls-specs/59814
899	https://www.cars-data.com/en/citroen-xsara-coupe-1-4i-deauville-specs/10813
900	https://www.cars-data.com/en/mercedes-benz-sl-280-specs/25257
901	https://www.cars-data.com/en/toyota-prius-1-8-plug-in-hybrid-dynamic-specs/163215
902	https://www.cars-data.com/en/ford-focus-1-0-ecoboost-100hp-econetic-trend-specs/14252
903	https://www.cars-data.com/en/renault-clio-1-2-authentique-specs/37580
904	https://www.cars-data.com/en/ssangyong-korando-2-0-xdi-e3-crystal-2wd-specs/159606
905	https://www.cars-data.com/en/rover-111i-cabriolet-specs/40897
906	https://www.cars-data.com/en/toyota-cressida-combi-2-4-td-gl-specs/79145
907	https://www.cars-data.com/en/mercedes-benz-gle-350-e-4matic-specs/126791
908	https://www.cars-data.com/en/opel-corsa-1-2i-swing-specs/30577
909	https://www.cars-data.com/en/subaru-legacy-touring-wagon-2-0-lx-awd-specs/46675
910	https://www.cars-data.com/en/mercedes-benz-ml-350-4matic-specs/24849
911	https://www.cars-data.com/en/volvo-850-2-5i-estate-specs/54531
912	https://www.cars-data.com/en/ford-sierra-1-3-specs/16152
913	https://www.cars-data.com/en/kia-optima-sw-2-0-gdi-phev-business-dynamicline-specs/81452
914	https://www.cars-data.com/en/volvo-xc70-t6-awd-kinetic-specs/58122
915	https://www.cars-data.com/en/volkswagen-sharan-1-4-tsi-bmt-easyline-specs/53496
916	https://www.cars-data.com/en/skoda-felicia-combi-1-3-lx-specs/45065
917	https://www.cars-data.com/en/renault-espace-2-0-16v-authentique-specs/37902
918	https://www.cars-data.com/en/nissan-qashqai-2-1-6-visia-specs/28040
919	https://www.cars-data.com/en/infiniti-ex37-specs/18105
920	https://www.cars-data.com/en/jeep-commander-4-7i-v8-sport-specs/18582
921	https://www.cars-data.com/en/infiniti-q70-3-7-v6-s-premium-specs/67279
922	https://www.cars-data.com/en/toyota-verso-van-1-6-16v-vvt-i-comfort-specs/163803
923	https://www.cars-data.com/en/toyota-land-cruiser-90-wagon-3-4-v6-specs/79183
924	https://www.cars-data.com/en/alfa-romeo-alfasud-1-2-n-specs/74162
925	https://www.cars-data.com/en/infiniti-qx70-3-7-v6-gt-specs/67307
926	https://www.cars-data.com/en/subaru-svx-specs/46791
927	https://www.cars-data.com/en/citroen-dyane-6-confort-specs/75485
928	https://www.cars-data.com/en/saab-900-gl-specs/71452
929	https://www.cars-data.com/en/lada-samara-diva-1-3-specs/19667
930	https://www.cars-data.com/en/renault-scenic-tce-115-energy-authentique-specs/63291
931	https://www.cars-data.com/en/opel-astra-sports-tourer-1-0-turbo-edition-specs/77835
932	https://www.cars-data.com/en/seat-leon-sc-1-0-ecotsi-style-specs/69215
933	https://www.cars-data.com/en/toyota-prius-1-8-hybrid-aspiration-specs/71811
934	https://www.cars-data.com/en/toyota-proace-city-1-2-turbo-110hp-comfort-specs/163348
935	https://www.cars-data.com/en/fiat-punto-1-2-classic-specs/12347
936	https://www.cars-data.com/en/opel-manta-cc-1-3-s-gt-j-specs/71101
937	https://www.cars-data.com/en/audi-a6-2-0-tfsi-specs/3845
938	https://www.cars-data.com/en/hyundai-i30-1-6-gdi-i-drive-specs/17562
939	https://www.cars-data.com/en/mercedes-benz-260-se-specs/24909
940	https://www.cars-data.com/en/citroen-c1-1-0i-seduction-specs/9497
941	https://www.cars-data.com/en/honda-accord-2-0-i-vtec-s-specs/16583
942	https://www.cars-data.com/en/peugeot-partner-tepee-xr-1-6-90hp-specs/36662
943	https://www.cars-data.com/en/renault-zoe-life-specs/63307
944	https://www.cars-data.com/en/pontiac-firebird-convertible-specs/59842
945	https://www.cars-data.com/en/toyota-starlet-1-3-xl-specs/48832
946	https://www.cars-data.com/en/bmw-120i-coupe-specs/5163
947	https://www.cars-data.com/en/alfa-romeo-147-1-6-t-spark-16v-impression-specs/55
948	https://www.cars-data.com/en/alfa-romeo-156-1-6-t-spark-16v-impression-specs/294
949	https://www.cars-data.com/en/fiat-tipo-1-4-i-e-s-specs/12781
950	https://www.cars-data.com/en/opel-tigra-twintop-1-4-enjoy-specs/32629
951	https://www.cars-data.com/en/skoda-octavia-1-2-tsi-86hp-greentech-active-specs/63407
952	https://www.cars-data.com/en/bmw-316ti-compact-essence-specs/5286
953	https://www.cars-data.com/en/lada-2107-1-3-specs/70636
954	https://www.cars-data.com/en/subaru-outback-2-5i-comfort-specs/46775
955	https://www.cars-data.com/en/nissan-micra-1-0-l-specs/27330
956	https://www.cars-data.com/en/mazda-323-1-3-lx-specs/21233
957	https://www.cars-data.com/en/mercedes-benz-230-ge-stationwagon-lang-specs/24770
958	https://www.cars-data.com/en/peugeot-308-xr-1-4-vti-specs/35362
959	https://www.cars-data.com/en/toyota-corolla-1300-special-specs/48323
960	https://www.cars-data.com/en/volvo-850-2-5i-specs/54463
961	https://www.cars-data.com/en/honda-integra-r-1-8i-specs/76049
962	https://www.cars-data.com/en/mini-countryman-one-specs/67516
963	https://www.cars-data.com/en/volkswagen-arteon-shooting-brake-2-0-tsi-190hp-r-line-business-specs/164386
964	https://www.cars-data.com/en/mercedes-benz-v-220-d-kort-specs/82589
965	https://www.cars-data.com/en/honda-prelude-2-0i-specs/17160
966	https://www.cars-data.com/en/subaru-e-wagon-awd-specs/74066
967	https://www.cars-data.com/en/saab-9-3x-2-0t-aero-xwd-specs/42066
968	https://www.cars-data.com/en/land-rover-range-rover-velar-p250-specs/119735
969	https://www.cars-data.com/en/opel-astra-sports-tourer-van-1-3-cdti-ecoflex-design-edition-specs/134424
970	https://www.cars-data.com/en/skoda-citigo-1-0-60hp-greentech-active-specs/44587
971	https://www.cars-data.com/en/bmw-116i-specs/4830
972	https://www.cars-data.com/en/peugeot-bipper-tepee-xt-1-4-specs/36632
973	https://www.cars-data.com/en/audi-s1-sportback-2-0-tfsi-quattro-specs/66395
974	https://www.cars-data.com/en/volkswagen-passat-1-3-c-specs/51482
975	https://www.cars-data.com/en/audi-tt-roadster-1-8-5v-turbo-150hp-specs/4733
976	https://www.cars-data.com/en/citroen-c5-break-1-8-16v-ligne-seduction-specs/10149
977	https://www.cars-data.com/en/audi-tt-coupe-1-8-tfsi-specs/69685
978	https://www.cars-data.com/en/honda-aerodeck-estate-2-0i-ls-specs/75956
979	https://www.cars-data.com/en/nissan-maxima-qx-2-0-luxury-specs/77721
980	https://www.cars-data.com/en/volkswagen-crosstouran-1-6-specs/53637
981	https://www.cars-data.com/en/citroen-xm-2-0i-specs/10650
982	https://www.cars-data.com/en/honda-cr-v-2-0-s-2wd-specs/59277
983	https://www.cars-data.com/en/ford-mondeo-1-6i-mirage-specs/14852
984	https://www.cars-data.com/en/volkswagen-polo-1-0-60hp-easyline-specs/68133
985	https://www.cars-data.com/en/toyota-tercel-1-3-dx-specs/79242
986	https://www.cars-data.com/en/chevrolet-volt-lt-specs/9024
987	https://www.cars-data.com/en/citroen-nemo-multispace-1-4i-specs/10506
988	https://www.cars-data.com/en/mercedes-benz-300-sl-specs/25224
989	https://www.cars-data.com/en/carver-one-specs/59946
990	https://www.cars-data.com/en/opel-insignia-grand-sport-1-5-turbo-140hp-ecotec-online-ed-specs/77923
991	https://www.cars-data.com/en/land-rover-range-rover-evoque-coupe-2-0-si4-4wd-pure-specs/20526
992	https://www.cars-data.com/en/opel-kadett-1-2-s-ls-specs/31450
993	https://www.cars-data.com/en/bmw-i8-first-edition-specs/70317
994	https://www.cars-data.com/en/ferrari-gtc4-lusso-v8-specs/75550
995	https://www.cars-data.com/en/bmw-z4-roadster-2-0i-specs/8564
996	https://www.cars-data.com/en/daihatsu-charade-xg-specs/73632
997	https://www.cars-data.com/en/daewoo-tacuma-1-6-spirit-specs/11178
998	https://www.cars-data.com/en/chevrolet-lumina-specs/75399
999	https://www.cars-data.com/en/toyota-carina-e-1-6-xli-specs/48002
1000	https://www.cars-data.com/en/renault-vel-satis-2-0-turbo-16v-expression-specs/40824
1001	https://www.cars-data.com/en/mercedes-benz-200-t-specs/22152
1002	https://www.cars-data.com/en/nissan-micra-1-2-65hp-pure-specs/27279
1003	https://www.cars-data.com/en/hyundai-getz-1-1i-gl-specs/17380
1004	https://www.cars-data.com/en/toyota-camry-2-2-xli-specs/47898
1005	https://www.cars-data.com/en/toyota-corolla-wagon-1-3-linea-terra-specs/48454
1006	https://www.cars-data.com/en/toyota-starlet-combi-1-2-dl-specs/48871
1007	https://www.cars-data.com/en/peugeot-305-gl-1-3-specs/78099
1008	https://www.cars-data.com/en/citroen-grand-c4-picasso-vti-120-attraction-5p-specs/9966
1009	https://www.cars-data.com/en/opel-zafira-1-6-essentia-specs/33900
1010	https://www.cars-data.com/en/volkswagen-touareg-3-6-v6-fsi-bmt-specs/53623
1011	https://www.cars-data.com/en/citroen-grand-c4-picasso-puretech-130-start-specs/80662
1012	https://www.cars-data.com/en/volkswagen-golf-1-0-tsi-85hp-trendline-specs/79395
1013	https://www.cars-data.com/en/mitsubishi-pajero-canvas-top-2-5-td-specs/26722
1014	https://www.cars-data.com/en/lexus-ls-500h-luxury-line-specs/81932
1015	https://www.cars-data.com/en/land-rover-discovery-v8i-specs/20205
1016	https://www.cars-data.com/en/citroen-c3-pluriel-1-4-specs/9668
1017	https://www.cars-data.com/en/seat-cordoba-1-4i-se-specs/43458
1018	https://www.cars-data.com/en/honda-hr-v-1-6i-2wd-specs/17035
1019	https://www.cars-data.com/en/kia-ceed-1-0-t-gdi-comfortline-specs/81471
1020	https://www.cars-data.com/en/skoda-rapid-1-2-active-specs/59506
1021	https://www.cars-data.com/en/daewoo-nexia-1-5-gl-specs/11143
1022	https://www.cars-data.com/en/renault-9-c-specs/78385
1023	https://www.cars-data.com/en/audi-a3-sportback-1-0-tfsi-specs/74265
1024	https://www.cars-data.com/en/daimler-double-six-specs/59704
1025	https://www.cars-data.com/en/toyota-carina-ii-1-6-dl-specs/48011
1026	https://www.cars-data.com/en/fiat-grande-punto-1-2-8v-active-specs/12229
1027	https://www.cars-data.com/en/seat-ibiza-sc-1-0-mpi-reference-specs/71494
1028	https://www.cars-data.com/en/audi-s8-4-0-tfsi-quattro-specs/62181
1029	https://www.cars-data.com/en/ford-focus-1-4i-16v-trend-specs/13867
1030	https://www.cars-data.com/en/nissan-cube-1-6-pure-specs/27146
1031	https://www.cars-data.com/en/opel-vectra-1-6i-gl-specs/32717
1032	https://www.cars-data.com/en/peugeot-406-coupe-2-0-16v-specs/35999
1033	https://www.cars-data.com/en/porsche-911-carrera-cabriolet-specs/36822
1034	https://www.cars-data.com/en/cadillac-srx-3-6-v6-2wd-elegance-specs/8795
1035	https://www.cars-data.com/en/mercedes-benz-cls-400-specs/76857
1036	https://www.cars-data.com/en/rover-streetwise-1-4-specs/78686
1037	https://www.cars-data.com/en/toyota-carina-combi-1600-luxe-specs/48030
1038	https://www.cars-data.com/en/nissan-300-zx-twin-turbo-specs/26940
1039	https://www.cars-data.com/en/kia-carens-1-6-lx-specs/18761
1040	https://www.cars-data.com/en/nissan-primera-1-6-comfort-specs/27649
1041	https://www.cars-data.com/en/ford-mustang-fastback-2-3-ecoboost-specs/81014
1042	https://www.cars-data.com/en/volvo-v40-t2-nordic-specs/71966
1043	https://www.cars-data.com/en/lancia-dedra-sw-1-6-16v-specs/19730
1044	https://www.cars-data.com/en/audi-s5-coupe-3-0-tfsi-quattro-specs/3518
1045	https://www.cars-data.com/en/bmw-116i-specs/94292
1046	https://www.cars-data.com/en/alfa-romeo-stelvio-2-0t-200hp-awd-specs/85874
1047	https://www.cars-data.com/en/citroen-c1-1-0i-seduction-specs/9495
1048	https://www.cars-data.com/en/skoda-yeti-1-2-tsi-active-specs/45962
1049	https://www.cars-data.com/en/land-rover-discovery-sport-si4-s-specs/67417
1050	https://www.cars-data.com/en/opel-combo-tour-l1h1-1-4-ecoflex-selection-specs/30116
1051	https://www.cars-data.com/en/volvo-s80-2-0-specs/56266
1052	https://www.cars-data.com/en/volkswagen-transporter-l1h1-26-2-0-tdi-84hp-trendline-specs/53811
1053	https://www.cars-data.com/en/smart-forfour-52kw-specs/70042
1054	https://www.cars-data.com/en/toyota-prius-wagon-1-8-hsd-comfort-specs/48723
1055	https://www.cars-data.com/en/fiat-tipo-1-4-16v-pop-specs/75629
1056	https://www.cars-data.com/en/saab-9000-cd-2-0i-specs/42979
1057	https://www.cars-data.com/en/fiat-argenta-2000-specs/75555
1058	https://www.cars-data.com/en/bmw-520i-touring-specs/7784
1059	https://www.cars-data.com/en/ford-sierra-stationwagon-1-6-specs/16324
1060	https://www.cars-data.com/en/land-rover-defender-110-2-2-td-station-wagon-specs/20190
1061	https://www.cars-data.com/en/cadillac-eldorado-tc-specs/8782
1062	https://www.cars-data.com/en/seat-ibiza-st-1-2-60hp-club-specs/44191
1063	https://www.cars-data.com/en/alfa-romeo-stelvio-2-0t-200hp-awd-specs/74220
1064	https://www.cars-data.com/en/volkswagen-passat-alltrack-1-8-tsi-specs/52081
1065	https://www.cars-data.com/en/opel-omega-2-2i-16v-specs/32156
1066	https://www.cars-data.com/en/mercedes-benz-sprinter-tourer-l1-311-cdi-rwd-specs/82568
1067	https://www.cars-data.com/en/volkswagen-passat-1-6-cl-specs/51561
1068	https://www.cars-data.com/en/chevrolet-aveo-1-2-ls-specs/8828
1069	https://www.cars-data.com/en/skoda-fabia-combi-1-2-12v-classic-specs/44837
1070	https://www.cars-data.com/en/chevrolet-alero-2-4-sa-specs/8812
1071	https://www.cars-data.com/en/ssangyong-korando-k4-specs/46254
1072	https://www.cars-data.com/en/chevrolet-lacetti-1-4-spirit-specs/8956
1073	https://www.cars-data.com/en/smart-fortwo-cabrio-pure-52kw-specs/46164
1074	https://www.cars-data.com/en/toyota-prius-thsd-comfort-specs/48704
1075	https://www.cars-data.com/en/lancia-delta-1-4-t-jet-120hp-argento-specs/19774
1076	https://www.cars-data.com/en/volkswagen-crossgolf-1-2-tsi-105hp-specs/50916
1077	https://www.cars-data.com/en/mercedes-benz-vito-kort-109-cdi-economy-specs/128399
1078	https://www.cars-data.com/en/ford-escort-1-3i-cl-specs/13113
1079	https://www.cars-data.com/en/nissan-primera-1-8-visia-specs/27697
1080	https://www.cars-data.com/en/renault-clio-tce-90-life-specs/147044
1081	https://www.cars-data.com/en/toyota-hilux-dubbele-cabine-2-5-d-4d-f-4wd-lx-specs/48553
1082	https://www.cars-data.com/en/volkswagen-tiguan-1-5-tsi-130hp-life-specs/170671
1083	https://www.cars-data.com/en/datsun-bluebird-combi-1800-gl-specs/59721
1084	https://www.cars-data.com/en/opel-astra-stationwagon-1-2i-16v-gl-specs/29666
1085	https://www.cars-data.com/en/seat-altea-xl-stationwagon-1-4-16v-specs/43146
1086	https://www.cars-data.com/en/ferrari-f40-specs/75548
1087	https://www.cars-data.com/en/daihatsu-charade-1-3i-sg-specs/11280
1088	https://www.cars-data.com/en/kia-pro-ceed-1-4-cvvt-specs/18866
1089	https://www.cars-data.com/en/nissan-navara-king-cab-2-5-dci-xe-specs/131200
1090	https://www.cars-data.com/en/toyota-celica-coupe-1600-lt-specs/48057
1091	https://www.cars-data.com/en/fiat-punto-1-2-pop-specs/12375
